0153973179,0135141313,20130707005139,20130707011509,0
0138540845,0152360109,20130707011103,20130707015808,0
0125211558,0126729100,20130707123540,20130707125546,0
0133899939,0126666677,20130707215838,20130707225728,0
0158976091,0135600611,20130707203059,20130707210925,0
0164707837,0163757909,20130707062207,20130707063818,0
0158928241,0163210073,20130707222830,20130707225333,0
0135453137,0123699204,20130707054304,20130707061525,0
0166556950,0154557126,20130707005355,20130707012841,0
0164751446,0153789312,20130707033507,20130707040414,0
0152319392,0137289477,20130707150259,20130707152708,0
0165464311,0158989096,20130707130325,20130707132433,0
0158136639,0137289477,20130707062839,20130707064329,0
0165457680,0158323156,20130707103000,20130707103746,0
0152689268,0136903259,20130707081548,20130707084738,0
0163514018,0162697562,20130707150631,20130707153019,0
0163240988,0163418474,20130707212759,20130707220149,0
0137286777,0136903259,20130707101607,20130707103308,0
0157899388,0136418734,20130707060908,20130707061813,0
0163757909,0157556864,20130707015029,20130707024535,0
0135453137,0167370690,20130707130910,20130707134651,0
0133899939,0150366048,20130707220354,20130707220744,0
0135697633,0165678037,20130707080143,20130707081548,0
0158768467,0137768804,20130707104019,20130707112712,0
0165457680,0136418734,20130707224423,20130707234229,0
0139469948,0157073903,20130707013452,20130707013752,0
0164280864,0163418474,20130707102057,20130707103724,0
0126747311,0137440457,20130707225720,20130707231846,0
0146315925,0152122120,20130707230706,20130707233922,0
0165564246,0158605485,20130707181036,20130707181516,0
0136903259,0135697633,20130707215107,20130707220802,0
0154557126,0135648287,20130707085956,20130707091317,0
0135173874,0145872065,20130707230546,20130707235557,0
0146087683,0158323156,20130707050426,20130707052805,0
0144539756,0144126114,20130707231313,20130707233428,0
0139469948,0126005232,20130707044207,20130707045546,0
0163448378,0146406973,20130707053331,20130707063005,0
0157899388,0126749723,20130707004716,20130707005846,0
0137868691,0164079781,20130707013925,20130707014135,0
0163514018,0158638160,20130707153123,20130707161459,0
0110929330,0143866920,20130707100748,20130707110337,0
0137440457,0165693289,20130707072845,20130707081854,0
0126702743,0166675749,20130707163404,20130707171329,0
0165457680,0126724709,20130707124635,20130707132234,0
0135453137,0123699204,20130707231424,20130707233239,0
0143122484,0125967742,20130707074230,20130707082345,0
0163514018,0166019731,20130707020148,20130707025259,0
0135453137,0143866920,20130707034836,20130707043449,0
0158803527,0146612174,20130707134918,20130707141738,0
0158053557,0146315925,20130707073338,20130707081929,0
0152319392,0163757909,20130707184006,20130707190204,0
0138540845,0164751446,20130707022803,20130707024033,0
0165196385,0137286777,20130707013748,20130707021310,0
0157117642,0167711598,20130707230906,20130707232841,0
0152588823,0165464311,20130706233752,20130707001625,0
0136903259,0137226891,20130707071721,20130707081012,0
0163240988,0145001964,20130707235626,,0
0152319392,0156461157,20130707131112,20130707133013,0
0165464311,0123170984,20130707080521,20130707085646,0
0136777711,0155416474,20130707083901,20130707091719,0
0152360109,0163477540,20130707144108,20130707151207,0
0153081504,0139205445,20130707180142,20130707180412,0
0125967742,0144539756,20130707071048,20130707071123,0
0155816097,0164079781,20130707183318,20130707185533,0
0165464311,0158764489,20130707131132,20130707133026,0
0125009579,0163514018,20130707092551,20130707100117,0
0133195106,0146674736,20130707184806,20130707190603,0
0158398430,0163514018,20130707043939,20130707051544,0
0163213842,0135697633,20130707224313,20130707233455,0
0139812180,0137868691,20130707133706,20130707142336,0
0139205445,0133089032,20130707013738,20130707021516,0
0155805988,0126666677,20130707164924,20130707170506,0
0163418474,0126702743,20130707204955,20130707205327,0
0158768467,0139812180,20130707122928,20130707124709,0
0165196385,0164751446,20130707165924,20130707173655,0
0163984589,0157073903,20130707050206,20130707052725,0
0157466883,0153325626,20130707121831,20130707124823,0
0155876409,0126702743,20130707171442,20130707174715,0
0110929330,0125211558,20130707205243,20130707205915,0
0165676288,0155935492,20130707173737,20130707183734,0
0138540845,0152959840,20130707143515,20130707153247,0
0153325626,0144078757,20130707080052,20130707081514,0
0153325626,0146087683,20130707034249,20130707041047,0
0137887048,0126749723,20130707033701,20130707034726,0
0164280864,0146684267,20130706233106,20130707000839,0
0165693289,0139233191,20130707132214,20130707141316,0
0139897944,0165848822,20130707230159,20130707235756,0
0145872065,0158638160,20130707031425,20130707040734,0
0163418474,0133899939,20130707022206,20130707022723,0
0165564246,0164478584,20130707082636,20130707085549,0
0157466883,0126702743,20130707044646,20130707045219,0
0125967742,0165678037,20130707063231,20130707063744,0
0137887048,0165848822,20130707105823,20130707111955,0
0133195106,0152466470,20130707174748,20130707183625,0
0158928241,0144523840,20130707074605,20130707080549,0
0155816097,0137465791,20130707161134,20130707163508,0
